NHS_percent,AP_activity_percent
0.990490964,2.435683868
1.974972101,4.268905133
3.928950685,11.89312659
7.986656791,21.89134132
16.01212049,44.02838148
31.87055565,64.31859151
99.68176407,103.8531879
